
!Melk og melkeprodukter

?Melk og melkebasert drikke - 14
Geitmelk, langtidsholdbar
Storfe, ytrefilet, rå
Storfe, kalv, tilberedt
Bankekjøtt, salt
Storfe, entrecôte, stekt
Storfe, kjøtt, kokt
Storfe, stek, roastbiff, rosa stekt
Storfe, ytrefilet, stekt

?Svin - 5
Svin, 70 % skinke, 30 % flatbiff, strimlet, rå
Svin, bacon med svor, rå
Svin, bogstek, kjøtt uten fettrand, rå
Svin, bogstek, med fettrand, rå
Svin, familieribbe, rå
Svin, fettrand, rå
Svin, flatbiff, rå
Svin, grillben, rå
Svin, indrefilet, rå
Svin, kjøtt fra knoke, rå
Svin, kotelett, kam, svinekotelett, uten fettrand, rå
Svin, kotelett, kam, svinekoteletter, inntil 5 mm fettrand, rå
Svin, midtribbe, med kam og svor, rå
Svin, mørbrad, rå
Svin, nakkekoteletter, rå
Svin, sideflesk, lettsaltet, rå
Svin, sideflesk, uten ben, rå
Svin, skinke, med knoke, rå
Svin, skinkestek med fettrand, uten svor, rå
Svin, skinkestek, rå
Svin, tynnribbe, med svor, rå
Svin, ytrefilet, rå
Svin, bacon med svor, stekt
Svin, familieribbe, stekt
Svin, flatbiff, stekt
Svin, koteletter, kam med fettrand, stekt
Svin, koteletter, kam uten fettrand, stekt
Svin, nakkekoteletter, stekt
Svin, sideflesk, lettsaltet, stekt
Svin, stek uten fettrand, ovnsstekt
Svin, stek, med fettrand, ovnsstekt

?Diverse kjøttprodukter - 3
Blod, okse, rå
Elg, ytterlår, stek, rå
Hamburger, rå
Hare, kjøtt, rå
Hjerte, rå
Hjort, stek, rå
Hval, kjøtt, rå
Kanin, kjøtt, rå
Karbonadedeig, storfe, rå
Kjøttdeig, kylling, rå
Kjøttdeig, storfe, med salt og vann, rå
Kjøttdeig, storfe, uten salt og vann, rå
Kjøttdeig, svin, rå
Kjøttfarse, rå
Lever, kylling, rå
Lever, lam, rå
Lever, rein, rå
Lever, storfe, rå
Lever, svin, rå
Medisterdeig, rå
Reinsdyr, bog, stek, rå
Reinsdyrskav, fryst, rå
Rådyr, kjøtt, rå
Villsvin, kjøtt, rå
Wienersnitzel, rå
Blodpudding
Elg, stek, ovnsstekt
Karbonadedeig, stekt uten fett
Karbonader, okse, rå
Kjøttdeig, storfe, stekt uten fett
Kjøttdeig, svin, stekt uten fett
Lungemos, kjøpt
Reinsdyr, kjøtt, røkt
Reinsdyr, kjøtt, tørket, rå

?Lam, storfe, svin, tilberedt - 4
Pølser
Chorizo, pølse
Falukorv
Fårepølse
Grillpølse
Grillpølse, Gilde
Grillpølse, kalkun og kylling
Grillpølse, kalkun og kylling, Prior
Grillpølse, kalkun og kylling, Solvinge
Grillpølse, mager, Gilde
Grillpølse, Nordfjord
Grillpølse, X-tra
Kjøttpølse
Kjøttpølse, Gilde
Kjøttpølse, med mindre fett
Kjøttpølse, Nordfjord
Knakkpølse
Kylling- og kalkunpølse, med mindre fett
Kylling- og kalkunpølse, med ost
Medisterpølse, røkt/urøkt, kokt
Ostegrill, ostewiener
Reinsdyrpølse
Salsiccia, italiensk pølse
Sosisser, små pølser
Wienerpølse
Wienerpølse, Finsbråten
Wienerpølse, Gilde
Wienerpølse, kalkun og kylling, Prior
Wienerpølse, mager, Gilde
Wienerpølse, X-tra
?Kjøttprodukter og kjøttpålegg - 7
Baconpostei 
Bayonneskinke, kokt
Bogskinke, hermetisk
Fenalår
Fleskepølse
Kalkunfilet, naturell/røkt
Kalkunrull, krydderskinke
Kalverull
Karbonader
Karbonader, First Price
Karbonader, Gilde
Karbonader, Prima
Karbonader, X-tra
Kjøttboller
Kjøttboller, First Price
Kjøttboller, hermetisk
Kjøttboller, kalkun og kylling
Kjøttboller, kalkun og kylling, Prior
Kjøttboller, kylling, Coop
Kjøttboller, svenske, Coop
Kjøttboller, svenske, Gilde
Kjøttkaker
Kjøttkaker, Gilde
Kjøttkaker, Nordfjord
Kjøttpudding, stekt
Kokt skinke
Kokt skinke, First Price
Kokt skinke, Gilde
Kokt skinke, Nordfjord
Kyllingpostei
Kyllingpostei, hermetisk, Stabburet
Kyllingpostei, ovnsbakt, Prior
Lammerull
Leverpostei, fersk, Stabburet
Leverpostei, grov, dansk, Stryhns
Leverpostei, hermetisk
Leverpostei, hermetisk, Stabburet
Leverpostei, ovnsbakt
Leverpostei, ovnsbakt, Gilde
Leverpostei, ovnsbakt, Mills
Leverpostei, ovnsbakt, Vita hjertego
Leverpostei, uspesifisert
Medisterkaker, stekt
Morrpølse
Okserull
Pepperoni
Pepperoni, Gilde
Pepperoni, Grilstad
Pepperoni, Peppes
Reinsdyrkaker, hermetisk
Ribberull, skiver
Roastbiff, skiver
Salami
Salami, dansk, First Price
Salami, dansk, Tulip
Salami, Gilde spesialsalami
Salami, Grilstad jubelsalami
Salami, mager, Gilde
Servelat
Servelat, Folkets
Servelat, mager, Gilde
Servelat, Nordfjord
Servelat, X-tra
Skinkerull, Westfalerskinke
Spekeskinke
Spekeskinke, Gilde
Spekeskinke, Strandaskinke, Grilstad
Stabburpølse
Svinekam, røkt
Sylte

?Retter med fjørfe og kjøtt - 5
Bidos, hjemmelaget
Biff stroganoff
Cheeseburger, med brød, dressing mv, kjøpt
Chili con carne
Fårikål av lammekjøtt
Gulasj, hjemmelaget
Hamburger, dobbel, med brød, dressing mv, kjøpt
Hamburger, ekstra kjøtt, med brød, dressing mv, kjøpt
Hamburger, enkel, med brød, dressing mv, kjøpt
Hyrdepai, med kjøttdeig, grønnsaker og potetmos
Hønsefrikassé, hjemmelaget
Innbakte pølser
Kyllingburger, med brød, dressing mv, kjøpt
Kyllinggryte, med tomat, løk, sopp
Kyllingnuggets, fritert, dagligvare
Kyllingnuggets, fritert, fastfood
Lammefrikassé
Lapskaus, lys, storfekjøtt
Lasagne, med kjøttdeig
Lasagne, med kjøttdeig, fryst, kjøpt
Moussaka, med kjøttdeig
Panetter, med kylling og ost
Pasta bolognese
Pasta med kalkun, ostesaus, fryst, kjøpt
Pasta med kjøttsaus, bolognese, fryst, kjøpt
Pytt i panne, stekte poteter med kjøtt og løk, fryst, kjøpt
Sodd, med kjøttboller, hermetisk
!Fisk og skalldyr

?Fet fisk - 4
Blåkveite, rå/kaldrøkt
Brisling, rå
Havål, rå
Kveite, hellefisk, oppdrett, rå
Kveite, hellefisk, rå
Kveite, hellefisk, skiver, røkt, rå
Kveite, hellefisk, uspesifisert, rå
Laks, oppdrett, rå
Laks, vill, rå
Makrell, mai-juni, rå
Makrell, vill (høst), rå
Pigghå, håbrann, rå
Røye, rå
Sild, fetsild, sommersild, rå
Sild, storsild, vintersild, rå
Ørret, oppdrett, rå
Ørret, sjøørret, rå
Ål, rå
Kveite, filet, melpanert, stekt i fett
Kveite, skiver, kokt
Laks, filet, gravet
Laks, filet, ovnsstekt
Laks, filet, stekt i panne
Laks, oppdrett, skiver, kokt
Laks, oppdrett, skiver, stekt i fett
Laks, røkt
Laks, vill, kokt
Makrell, juli-sept (fet), kokt
Makrell, juli-sept (fet), stekt i fett
Makrell, kaldrøkt
Makrell, mai-juni, kokt
Makrell, mai-juni, stekt i fett
Makrell, varmrøkt
Røye, melpanert, stekt i fett
Røye, stekt uten fett
Sild, fetsild/sommersild, kokt
Sild, fetsild/sommersild, melpanert, stekt i fett
Sild, kryddersild
Sild, røkt, bøkling
Sild, storsild/vintersild, kokt
Sild, storsild/vintersild, melpanert, stekt i fett
Spekesild, utvannet
Ørret, filet, røkt
Ørret, oppdrett, kokt
Ørret, oppdrett, skiver, melpanert, stekt i fett
Ørret, sjøørret, kokt
Ørret, sjøørret, melpanert, stekt i fett
Ål, røkt
?Mager fisk - 4
Alaska pollock, rå
Blålange, rå
Breiflabb, rå
Brosme, rå
Gjedde, rå
Horngjel, rå
Hvitting, rå
Hyse, kolje, røkt, skiver, rå
Hyse, kolje, rå
Håbrann, rå
Lange, rå
Lomre, rå
Lyr, rå
Pangasius, rå
Piggvar, rå
Rødspette, rå
Sei, rå
Sik, rå
Sjøtunge, rå
Skate, rå
Steinbit, rå
Torsk, i skiver, rå
Torsk, lettsaltet, rå
Torsk, oppdrett, rå
Torsk, uspesifisert, rå
Torsk, vill, rå
Tunfisk, makrellstørje, rå
Uer, lettsaltet, rå
Uer, rå
Åbor, abbor, rå
Breiflabb, filet, kokt
Hyse, kolje, kokt
Hyse, kolje, røkt, skiver, kokt
Klippfisk, saltet og tørket
Lutefisk, kokt
Lutefisk, tørr vare, rå
Rødspette, filet, kavringpanert, rå
Rødspette, filet, kavringpanert, stekt i fett
Rødspette, filet, kokt
Rødspette, filet, melpanert, stekt i fett
Rødspette, fylt, forfritert, fryst
Rødspette, panert, forfritert, fylt, ovnsstekt uten fett
Rødspette, panert, forfritert, fylt, stekt i fett
Sei, filet, kavringpanert, rå
Sei, filet, kavringpanert, stekt i fett
Sei, filet, melpanert, stekt i fett
Sei, filet, melpanert, stekt i hard margarin
Sei, filet, melpanert, stekt i myk margarin
Sei, filet, melpanert, stekt i smør
Sei, filet, melpanert, stekt i soyaolje
Sei, kokt
Sei, panert, fryst, First Price
Sei, panert, fryst, kjøpt
Sei, pankopanert, fryst, Lerøy
Seibiff, melpanert, med forstekt løk, fryst, kjøpt
Seibiff, melpanert, med forstekt løk, kjøpt, stekt i fett
Steinbit, filet, melpanert, stekt i fett
Steinbit, kokt
Torsk, filet, kavringpanert, rå
Torsk, filet, kavringpanert, stekt i fett
Torsk, filet, kokt
Torsk, filet, melpanert, stekt i fett
Torsk, filet, ovnsstekt
Torsk, filet, stekt i panne
Torsk, forfritert, fylt, fryst
Torsk, lettsaltet, kokt
Torsk, panert, Findus Steketorsk
Torsk, panert, forfritert, fylt, ovnsstekt uten fett
Torsk, panert, forfritert, fylt, stekt i fett
Torsk, panert, forfritert, ovnsstekt uten fett
Torsk, panert, forfritert, stekt i fett
Torsk, skiver, kokt
?Tørrfisk - 730
Uer, kokt
Uer, lettsaltet, skiver, kokt
?Fiskeprodukter og fiskepålegg - 7
Ansjos, hermetisk
Brisling, i olje, avrent, hermetisk
Brisling, i tomat, hermetisk
Fiskeboller, avrent, hermetisk
Fiskeboller, kjølevare
Fiskefarse, mager fisk, rå
Fiskekaker, Coop
Fiskekaker, Fiskemannen
Fiskekaker, Godehav
Fiskekaker, kjøpt
Fiskekaker, Lofoten
Fiskekarbonader, Berggren
Fiskekarbonader, Fiskemannen
Fiskekarbonader, Godehav
Fiskekarbonader, kjøpt
Fiskekarbonader, laks
Fiskekarbonader, mager fisk
Fiskekarbonader, makrell
Fiskekarbonader, sei
Fiskekarbonader, sild
Fiskepaté, laks
Fiskepaté, mager fisk
Fiskepinner, Findus
Fiskepudding
Fiskepudding, fløtepudding
Gaffelbiter, sild, hermetisk
Kaviar, av lodderogn
Kaviar, av torskerogn
Kaviar, polarkaviar
Kaviarmix
Laksepålegg, 70 % laks, i beger, Stabbur-Laks
Laksepålegg, med vårløk og sitron
Makrell i tomat, 60 % makrell, hermetisk, First Price
Makrell i tomat, 60 % makrell, hermetisk, Stabburet
Makrell i tomat, 70 % makrell, hermetisk, Stabburet
Makrell i tomat, hermetisk
Makrell i tomat, hermetisk, King Oscar
Rogn, torsk, presset, hermetisk
Rognleverpostei, Svolvær-/Lofotpostei
Seilaks, i olje, avrent
Sild, marinert, i majones/rømme
Sild, marinert, sennepssild
Sild, sursild, innlagt, avrent
Surimi, LobNobs
Tunfisk, i gele, hermetisk
Tunfisk, i olje, avrent, hermetisk
Tunfisk, i olje, ikke avrent, hermetisk
Tunfisk, i vann, avrent, hermetisk

?Retter med fisk, skalldyr o.l. - 7
Akkar, innbakt, forfritert, fryst
Fiskeburger, panert, med brød, ost, saus, kjøpt
Fiskegrateng, Coop X-tra Fiskegrateng
Fiskegrateng, Enghav Fiskegrateng med makaroni
Fiskegrateng, Findus Familiens fiskegrateng
Fiskegrateng, First Price Fiskegrateng med makaroni
Fiskegrateng, kjøpt
Fiskegrateng, med egg og makaroni, ovnsstekt
Fiskegrateng, med egg, ovnsstekt
Fiskegrateng, med egg, ovnsstekt, kjøpt
Fiskegryte, med sei, løk og paprikasaus
Fiskegryte, med torsk og tomat
Fiskepinner, forfritert, stekt i fett
Fiskepinner, forfritert, stekt i hard margarin
Fiskepinner, forfritert, stekt i matolje
Fiskepinner, forfritert, stekt i myk margarin
Fiskepinner, forfritert, stekt i smør
Fiskesuppe, med laks, fryst
Fiskesuppe, med mager fisk
Fiskesuppe, med mager fisk, fryst
Fiskesuppe, med mager fisk, jevnet
Kabaret, med fiskepudding og reker
Reker, innbakt, forfritert, fryst
Reker, innbakt, forfritert, stekt i soyaolje
Sashimi, kveite
Sashimi, laks
Sashimi, tunfisk
Sildesalat, med potet
Sushi, maki, California
Sushi, maki, kveite
Sushi, maki, laks
Sushi, maki, scampi
Sushi, maki, tempura
Sushi, maki, tunfisk
Sushi, nigiri, kamskjell
Sushi, nigiri, kveite
Sushi, nigiri, laks
Sushi, nigiri, scampi
Sushi, nigiri, tunfisk

?Skalldyr, fiskeinnmat - 3
Akkar, innbakt, forfritert, stekt i olje
Akkar, tiarmet blekksprut, kokt
Akkar, tiarmet blekksprut, rå
Blåskjell, avrent, hermetisk
Blåskjell, rå
Hummer, kokt
Kamskjell, kokt
Kamskjell, rå
Kongereke, rå
Krabbe, kokt
Krabbe, naturell, hermetisk
Krabbepinner, crabsticks, fryst
Kreps, kokt
Krepsehale, i lake, avrent
Lever, torsk, rå
Reker, i lake, avrent
Reker, kokt
Rogn, torsk, hermetisk, stekt i fett
Rogn, torsk, kokt
Rogn, torsk, rå
Snegler, hermetisk
Strandsnegle, norsk
Østers, rå
!Korn- og bakevarer, frø og nøtter

?Mel - 730
Bokhvetemel
Byggmel
Grovbakstmel
Havrekli
Havremel
Hvetekim
Hvetemel, sammalt, fint/grovt
Hvetemel, siktet
Hvetemel, økologisk
Kakemiks, fin, glutenfri, pulver, Toro
Kikertmel
Kokosmel
Kruskakli, hvetekli, Møllerens
Kruskakli, hvetekli, Regal
Maismel
Maisstivelse
Mandelmel
Mel, glutenfritt, Finax
Mel, glutenfritt, Finmix, Semper
Mel, glutenfritt, grovt, Semper
Mel, glutenfritt, grovt, Toro
Mel, glutenfritt, Jyttemel Original
Mel, glutenfritt, lyst, Toro
Mel, glutenfritt, Schär
Mel, havrebrødmiks, glutenfri, Toro
Mel, vaffelmiks, glutenfri, Toro
Potetmel, potetstivelse
Rismel
Rugmel, sammalt
Rugmel, siktet
Soyamel
Soyamel, med mindre fett
Speltmel, siktet
Teffmel

?Gryn, ris, pasta - 730
Bokhvete, hele korn
Bulgurgryn, tørr
Byggryn
Couscous, tørr
Havregryn, lettkokte, økologiske
Havregryn, lettkokte/store
Hirse, hele korn
Hvete, helkorn
Nudler av ris, tørr
Nudler, glass, tørr
Nudler, med egg, tørr
Nudler, uten egg, tørr
Pasta, fersk med kjøtt og ost, tortellini, rå
Pasta, fersk med kjøtt, tortellini, rå
Pasta, fersk med ost, ravioli, rå
Pasta, fullkorn, tørr
Pasta, glutenfri, av mais og ris, tørr, Barilla
Pasta, glutenfri, av ris og grønnsaker, tørr, Orgran tricolore
Pasta, glutenfri, spagetti, tørr, Semper
Pasta, grønn, fersk, rå
Pasta, naturell, fersk, rå
Pasta, naturell, tørr
Perlebygg
Perlespelt
Ris, arborio, risottoris, tørr
Ris, grøtris, 1 times koketid, tørr
Ris, grøtris, 5-25 min koketid, tørr
Ris, hurtigris, 1 % salt, tørr
Ris, hurtigris, tørr
Ris, polert, Basmatiris, tørr
Ris, polert, Jasminris, tørr
Ris, polert, langkornet, tørr
Ris, polert, parboiled, langkornet, tørr
Ris, upolert, naturris, langkornet, tørr
Ris, villris, rå
Semulegryn, hvetegryn
Sorghum
Gryn, ris, pasta, tilberedt
Bulgurgryn, kokt
Byggryn, kokt
Couscous, kokt
Nudler av ris, kokt uten salt
Nudler, kokt, med krydder
Pasta, fullkorn, kokt med salt
Pasta, glutenfri, kokt
Pasta, grønn, fersk, kokt
Pasta, naturell, fersk, kokt
Pasta, naturell, kokt
Ris, Basmati, kokt
Ris, hurtigris, 1 % salt, kokt
Ris, hurtigris, kokt
Ris, Jasmin, kokt
Ris, polert, langkornet, kokt
Ris, polert, parboiled, langkornet, kokt
Ris, upolert, naturris, langkornet, kokt
Ris, villris, kokt

?Kornblanding, frokostkorn - 30
Corn flakes, glutenfri, Schär
Corn flakes, Kelloggs
Corn flakes, søt, Frosties
Frokostkorn, Jippi Frokosttall
Frokostkorn, ristet hvete og ris, Spesial K
Frokostkorn, sjokoladesmak
Frokostkorn, sjokoladesmak, Coco Pops Crunchers
Frokostkorn, sjokoladesmak, Nestlé Nesquick
Fruktmüsli, frokostblanding, glutenfri, Finax
Granola, hjemmelaget
Havre, ristet, med frukt, olje, Crüsli
Havreflak, Havreflakes
Havreputer, Havrefras
Havreputer, Jippi Havreputer
Havreringer, Nestlé Cheerios
Hvetebrikker, Weetabix
Hveteflak ristet, med hvetekli, All-bran Regular
Hvetekli, ristet, All-Bran plus
Kornblanding, 4-korn
Kornblanding, med bær, Go'dag Blåbærmüsli
Kornblanding, med frukt og nøtter, Go'dag Energimüsli
Kornblanding, med frukt, AXA Fruktmüsli
Kornblanding, med frukt, Go'dag Fruktmüsli
Kornblanding, müsli med frukt, nøtter, søtet
Mais- og risflak, frokostblanding, glutenfri, Schär
Mais- og risflak, frokostblanding, glutenfri, special flakes, Semper
Puffet havre, Havrenøtter
Puffet hvete, Hvetenøtter
Puffet hvete, med sukker og honning, Honni korn
Puffet ris

?Brødvarer, hjemmebakt - 7
Bagels, hjemmelaget
Baguette, grov, hjemmelaget
Brioche
Brød, 1/3 sammalt mel, skummet melk, hjemmebakt
Brød, 1/3 sammalt mel, vann, hjemmebakt
Brød, 100 % sammalt mel, skummet melk, hjemmebakt
Brød, 2/3 sammalt mel, skummet melk, hjemmebakt
Brød, 2/3 sammalt mel, vann, hjemmebakt
Brød, 25 % sammalt mel, skummet melk, hjemmebakt
Brød, 25 % sammalt mel, vann, hjemmebakt
Brød, 50 % sammalt mel, skummet melk, hjemmebakt
Brød, 50 % sammalt mel, vann, hjemmebakt
Brød, 75 % sammalt mel, skummet melk, hjemmebakt
Brød, 75 % sammalt mel, vann, hjemmebakt
Brød, glutenfritt, fint, med lettmelk, hjemmebakt
Brød, glutenfritt, fint, med vann, hjemmebakt
Brød, glutenfritt, grovt, med lettmelk, hjemmebakt
Brød, glutenfritt, grovt, med vann, hjemmebakt
Brød, glutenfritt, grovt, soyabasert drikke med kalsium, hjemmebakt
Brød, glutenfritt, grovt, soyabasert drikke, hjemmebakt
Brød, grovbakst, sammalt mel, hjemmebakt
Chapatti, med sammalt mel
Focaccia
Horn, fint, hjemmelaget
Horn, grov, hjemmelaget
Loff, skummet melk, hjemmebakt
Loff, vann, hjemmebakt
Pizzabunn, uten fyll
Pizzasnurrer
Rundstykke, fint, med skummet melk, hjemmebakt
Rundstykke, fint, med vann, hjemmebakt
Rundstykke, grovt, med skummet melk, hjemmebakt
Rundstykke, grovt, med vann, hjemmebakt
Rundstykke, mellomgrovt, med skummet melk, hjemmebakt
Rundstykke, mellomgrovt, med vann, hjemmebakt
Rundstykker, av pulver, grove, glutenfrie
Scones, fin, glutenfri
Scones, grov, glutenfri
Scones, grove, med melk
Scones, grove, med yoghurt
Tebriks, tebirkes

?Brødvarer, industribakt - 7
Baguett, glutenfri, Semper
Brød, ekstra grovt (75-100 %), karbohydratredusert, kjøpt, Fiber og frø
Brød, ekstra grovt (75-100 %), kjøpt
Brød, ekstra grovt (75-100 %), kjøpt, Grovbrød uten hele korn
